review,sentiment
"Having majored in Western History when I was a student in college seeing the views on World War II are quite discomforting and in a whole completely wrong. World War II was the most graphic and bloody affairs to ever occur in world history. While the Axis Powers conducted many crimes against humanity which is still the view today and the correct many people forget that not every German soldier was out to exterminate the Jewish population, not every Japanese soldier swung a samurai sword around and flew kamikaze missions, and not every Italian soldier was a Fascist. Most of these soldiers for the Axis powers were normal people like you and I caught in a terrible conflict and just happened to be fighting for a country they loved.<br /><br />The Battle of Stalingrad was arguably the most lethal battles in world history with over 1,500,000 casualties sustained over the course of the battle. The film Stalingrad follows a German platoon and its leader Lieutenant von Witzland as they are reassigned to the Eastern Front to battle the Soviets at Stalingrad. Von Witzland acts as sort of the main character with two other men, Rollo and Fritzi. They all are normal men and seem to be completely unaware to what is happening back in Germany and Poland.<br /><br />The film follows the course of the battle. The film is overall very bleak when it comes to its portrayal of combat and a soldiers life during the battle. We are shown numerous gruesome battles and intense violence outside of the battles (including a firing squad sequence). Overall the battles are the earliest examples that I know of that portray the loss of limbs and overall in your face death sequences and violence. Much of the inspiration for Saving Private Ryan's battle sequences seem to have come from this film.<br /><br />The film does not aim to make the German's completely innocent of everything in the film. Several of the higher ranking officers of the army are portrayed in the usual view most people are use to, evil. Most of the soldiers are just normal people who often speak of home. The film makes it clear quite quickly that not all Germans were responsible for what happened during the Holocaust, most of the country and army was entirely oblivious to the fact that genocide was taking place. The film makes it clear that the soldiers in the Germany Army was simply fighting for a cause they really didn't understand and most wished just to return home rather than freezing in negative degree temperatures in Russia.<br /><br />The film really shows how hellish war is, especially World War II. The battle scenes will shock you with its gritty realism and the story is quite easy to follow as you are simply following a platoon during the battle. As with most war films do not expect much happiness after seeing it. It will leave you in a bit of a depressed mood just from seeing the life most of the soldiers on the Eastern Front faced. Not recommended for children. <br /><br />4/5 stars",positive
"This movie is... horrible and wonderful at the same time. I first saw it when I was about 13 or 14 years old, so it has a great deal of nostalgic value for me. In this movie, Cesar Romero actually plays the character of Octavio, the man who ""discovered"" Santana. There are also two other actors, Monte Markham (plays Sam, who is trying to save his daughter) and Peter Mark Richman (plays the priest), who have large filmographies, and these are the only performances that are okay. The rest of the acting and the movie itself have all of the B-film qualities that some of us cherish.<br /><br />I recently spent 2 years trying to acquire a copy of this movie, and it is almost nonexistent. I am assuming that it was discontinued very shortly after its release. But I did eventually find a copy and paid a pretty penny to acquire it. If you happen to come upon Judgement Day in a video store (unmistakeable with a cheesy green ""satan"" on the cover), count yourself among the blessed who live near one of the few video stores that still has a working copy. A must see for those of you who like to laugh at cheesy attempts at a scary movie.",negative
"OK where do i begin?... This movie changed my life! The plot was seamless. James Cahill has out done himself. Initially after a first viewing i was disappointed that i hadn't seen it on the silver screen. However this was before exploring the DVD's many features!!!! Oh my god Jakes Cahill's commentary of the film was almost as flawless as his acting. he told of industry secrets used in the film that you only get with experience.<br /><br />I was so impressed by the other actors. The scene where the security guard is talking to the girl in the hallway, reminded me of some of my favorite blue (pornographic) movies. I am certainly with Gangsta when he expresses his disappointment with no sequel.<br /><br />I am still blown away with each viewing of the martial arts skills involved, matched only by the sign indicating the location of the library at the school... and possibly the guy playing a retard! All in all a timeless classic and the best film to come out of Europe in years! where my Oscars at dawn!!!!!!!!!!!",positive
"A comparison between this movie and 'The Last Detail' is made by some, but 'Chasers' is flatter than a stretch of Interstate highway in west Texas. And like the scenery in the desert, there's nothing much to distinguish it, not even the fact that a female prisoner is being transported by two navy escorts this time around. No one in the cast comes off too well; with this lame script that's not surprising. Dennis Hopper, the director, won't give much space to this one if he ever writes a memoir, I don't think.",negative
"The first film had little ambition so nothing sticks to the screen. It was a bad version of 'Back to the Future' with zero charm. Once accepted that Bill & Ted are nitwits, the joke can only get hammered at the audience for so long before it breaks.<br /><br />This is a surprise. This is your only spoiler warning...<br /><br />By today's standards, this is more fun. This was shunned upon release, sad considering that more talent is involved than the first time. We get the photographer of 'Face/Off', the editor of 'Fugitive', a production designer from Burton's early work, and the sound designer of 'Matrix'.<br /><br />The writers made up for their shallow first outing with something deep. Since this was shunned by the fanbase and public, the director probably decided the style was too extreme. It's not, it fits the material. Like 'Death Becomes Her' and 'Catch-22', this dares to be smart, but we like our movies ""simple"" so we don't buy it. Probably since this dared to be different is why it took 12 producers to pull it off. What's so good?<br /><br />--Nice self-reference towards Keanu; from airhead to Messiah. See also Arnold Schwarzenegger.<br /><br />--Joss hates his creations as much as he hates their counterparts, he makes his own hatred. The Evil B&T and the ""good robot usses"" have the same vocabulary as their originals: lesser copies and depreciation of language.<br /><br />--The ""duality"" motif. Nowhere else is this evident than in the photography styles, lots of high and low angles. They even use Roy Brocksmith from 'Total Recall' to emphasize the point.<br /><br />--The ""choices"" motif. I don't know where this started in the genre (maybe 'Ghostbusters'), but it's used pretty well here. It even boils down to the 7 games against death--Battleship and Club.<br /><br />--Film self-reference, even present in the game against Death (Clue). This is smarter than Tarantino or Brooks. Notice the Premier magazine cover at the end: ""Bill and Ted: The Movie."" Ironic also how Death and Nomolos were villains in the 'Die Hard' and 'Lethal Weapon' sequels.<br /><br />I still have some minor nits, but nothing compared to the original. Music and film are different mediums so it makes no sense why many scripts revolve around the former--particularly in the teen market. Carlin is a great comedian, but in these movies he's wasted. Also, for all the daring this effort shows, even cracking gay jokes, they can't kill a cat?<br /><br />So, despite looking like a Nickelodeon production, this is incredibly interesting. From this movie we got Beavis and Butt-Head. ""We're in Heaven and we just mugged three people."" <br /><br />Final Analysis = = Midrange Material",positive
"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",positive
"...un-funny and un-entertaining, possibly the worst movie I have ever had the misfortune to watch. Think 'Ernest goes to..' humour done even worse. Myself and my girlfriend sat through it just to see if it could be as consistently dire as it seems in the opening sequence... Yes it is. Avoid at all costs.",negative
"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!",negative
"Fame, I think, was the best movie that I have ever seen. In ways it was funny and dramatic, but that is what makes a movie. True, it has a few loose ends, actually a lot, but I still think that it is a terrific movie. Some of the funny things happen in the audition at the beginning of the movie. I think it is hilarious when the girl tries to act out O.J. Simpson in ""The Towering Inferno"" and Raul/Ralph goes around to every art department saying that his father was great at every one. He says that his dad danced with the Rockets and left Ralph his tap shoes. The Rockets, as far as I know, are made up of women. And the tap shoes were just regular shoes with bottle caps on the bottom. Also the guy who read the lines of Juliet in the Romeo and Juliet play was funny. One thing about the movie that just turns me on is the music. I have never heard anything like it!!! My favorite song is ""I Sing the Body Electric"" and my second is the theme song itself ""Fame"". Irene Cara has a great voice and is a great actress. I like the way the movie focused on many ethnic groups. It showed all of the kinds of people there actually are in what is now called ""La Guardia School of the Performing Arts"". This movie showed the triumphs and trials of many young performers, including Angelo, Doris, Bruno, Coco, Montgomery, Ralph, Leroy, Hilary, and Liza. They all had a hard time, but made it their own way. This movie could have added on about another 30-45 minutes (before the graduation), but it is still my favorite movie no matter what!!!!",positive
"Thanks to the BBC for this show. I used to suffer from an inferiority complex, I hated leaving the house, talking to new people and I had an overwhelming sense that people hated me. However after watching one episode of 4 Non Blondes my fortunes started to change. After episode 2 I started applying for new jobs, wearing fashionable clothes and I actually felt talented. When the series had finished I was running the sales department at work, banging a plethora of women and frequently won the karaoke competition down my local. If you ever have a confidence crisis and don't know where to turn then take a trip down to Poundland and pick up the DVD it's only 99p.",negative
"Johny To makes here one of his best style exercises, making a strong film with a good Yakuza's story. The election of the new Yakuza's boss is the beginning of a war inside the organization.<br /><br />In my opinion the violence is wise used in the context, making a very strong gangs film. I specially love the way he tells the history, moving around all the roles inside the Yakuza's family, and making that we see the violence, like the only way they have to solve their problems...<br /><br />Talking about, the technical aspects, the film is a good example of paused, rythmic and planified way of shooting a film. One of the Hong Kong Films of the year. Is like Infernal affairs, but without the easy action-violence scenes, and the confused storyline. Strongly recommended to all Asian films lovers.<br /><br />(sorry for my English, better do in Spanish lol)",positive
"Here is another great film critics will love. The problem is that it is not a very good movie.<br /><br />The films premise is simple. Nine convicts escape a prison after the tenth one goes crazy and tells them where the treasure is.<br /><br />The first half has a lot of slapstick some of it very broad while the second half is a character driven descent into fantasy and melancholy.<br /><br />The two halves simply don't mix. Individual scenes do work very well (The guys crashing a friends house who has a new Filipino bride is hilarious While a later scene with the big guy working in the restaurant tugs at the heartstrings.) They simply don't mesh with each other.<br /><br />The movie as well is missing entire set-ups. One scene shows the guys desperately looking for change under a deserted vending machine to buy a snack. The very next scene has the whole crew in drag sitting down in a restaurant. Where did they get the dresses and wigs? (The crew includes both the big guy and a midget) How did they get all the clothes and money to buy the meal? And most puzzling is why are they in drag? They are clearly guys in drag and lets face it is there anything more memorable to witnesses than a big guy and a dwarf eating a meal dressed as women? I mention the big guy and the dwarf because besides the old guy everyone else seems to blend into each other. (In fact they wear matching white jumpsuits throughout most of the movie) The movie has very little character development in the first half and as a result the second half really lacks an emotional punch. As we are often trying to figure out who is who in their individual payoff scenes.<br /><br />Speaking of a drag the second half has all those wonderful sweeping camera shots and big emotional moments and great symbolism that makes a great film. It is also excruciatingly slow which makes for a boring movie.<br /><br />9 Souls is a big disappointment, the reviews gush about a great film and it's in there somewhere, good luck finding it yourself.",negative
"This is only the second time I stopped a video/DVD part way through.<br /><br />I was willing to give this film the benefit of the doubt at first, even though it managed to be both shallow, clichéd and stupid.. AND joyless, plodding and pretentious.<br /><br />It was like an After School Special directed by that weird grade nine kid who thinks nobody understands him... creepy and sad, with voice-over narration that only the most deluded adolescent would consider poetry... and some singing, and... no, really, the poor child's suffering...<br /><br />Enough, already, especially when it morphed into a brazen, clumsy, and insulting Clockwork Orange ripoff. And did I mention the singing?<br /><br />This isn't the worst film I've ever seen, but certainly the one I've felt least compelled to sit through. I don't recommend it to anyone.",negative
"I am not one of those people that will walk out of a movie that was based on source material and automatically say, ""The book was better."" I know better than to demote the value of a movie just because it wasn't a faithful adaptation. There is a lengthy process and lots of decisions that go into making a movie that are sometimes out of the director's/editor's/cinematographer's/producer's control and certainly out of the original author's control. Therefore, it is unreasonable to expect a movie to be exactly the same, word for word, as a book or play or video game or Disneyland Ride, or whatever! A movie should be judged on its own standard and how it fits in society. Moreover, a successful movie should be made because the material is relevant to the society which it belongs and, if it is based on source material, its relevance needs to be reexamined and enhanced by the filmmakers. <br /><br />Films like There Will Be Blood follow this paradigm because while it was based on a novel written at the turn of the century, Oil!, it feels relevant because of things like the Iraq war and energy concerns that the film's country of origin, the US, was and is experiencing. Even King Kong, based on the original film, benefits from using new technology and concerns of animal rights that people have.<br /><br />With that said, I just don't understand why they even bothered to make this movie? Besides the great performances, guaranteed Oscar nods and Shanley's director/writers fee and royalties he will get, this movie seems to come from nowhere. It should have simply stayed as a play. The movie (which is essentially the same as the play) says nothing new about the reprehensible sexual atrocities committed and in many cases covered up by the Catholic church here and abroad. It says nothing new or different than the original play. I can't help but compare this movie to another movie that came out at around the same time: Frost/Nixon, which was also based on a play. Frost/Nixon, while about Nixon's regrets, seems relevant because it seems to have come at a time when President Bush was about to leave office. The regrets that Nixon had, as depicted in the play/movie, about the war and his presidency could just as easily reflected on Bush and his presidency. In that respect Frost/Nixon seemed more relevant and actually benefited from a wider distribution via film because it got people talking and reflecting about the political status quo in the country at the time. In contrast, Doubt felt like it was yesterday's news and didn't seem to offer anything that the play didn't offer.<br /><br />Of course the movie is ""good,"" the performances are outstanding, and the screenplay adaptation is apt, but so what? Why didn't it just stay as a play? Why, besides marketing and financial reasons, make it into a movie? It gave audiences nothing new to discus about the awful subject.",negative
"Gender Bender sexes things up a bit for the x-files. This episode has an interesting premise, a good story, but an ending that is wanting. Gender Bender is also the x-files debut for actor Nicholas Lea, better known as Alex Krycek. In this episode he plays Michael, a man attacked by one of ""The Kindred"". You need to see this episode just to see Nic Lea's less than spectacular beginning. An interesting thing about the Kindred's ""power of seduction"". When Marty does it to his victims, they become turned onto him/her. However, when Andrew seduces Scully, she only because disoriented and groggy, and does not become attracted to Andrew. Maybe it's because Marty has more experience at it than Andrew. This episode reminds me of why it would sometimes be miserable to film up in British Columbia. Throughout the episode it is so wet, soggy, and muddy, it could not have been that much fun. Despite the disappointing ending, Gender Bender is still a decent episode to view.",positive
"I and my brother are very big Asian movie fans, so when finding this movie hidden in a shop, I bought this one on DVD, because it sounded very promising and I couldn't wait to watch it. So I watched this movie with my brother and I must say, in the beginning it was very promising. Both of us really loved this brutal ball scene in the first scene. But i guess that was all. There are some interesting fights, but it is not a action movie, as it claims to be. Instead it's a love movie... with the cliché of love so extremely played over the top, even Shakespeare would vomit on this title. Sorry for my language. By the way: The characters act like being picked up from the street and given 100 for playing in this movie.<br /><br />Well, I and my brother watched it to the end, because we thought, it can only become better. But, heck, it never did. This movie challenged place #1 on my and my brothers ""worst movies ever seen""-list, only followed by ""Fantasy mission force"" - do not watch this either.",negative
"Project A II is a classic Jackie Chan movie with all the kung fu, crazy stunts and slapstick humor you expect. Not as good as the prequel but still it is a great movie if you just want something fun to watch. The story is simple, jackie chan versus the evil men. So if you want a movie that you don't have to be a braniac to understand, i would suggest this one.",positive
"Having read another review, I thought this movie would actually be good. I do enjoy the ""B"" movies, but this couldn't even be classed as such. The photography is probably the only half-way decent thing in the movie. But the editing left much to be desired. It was very choppy and staccato. Whoever chose the music and sound did a terrible job. The music was awful, specially anything atmospheric or scene setting. If the acting had been better, they could have pulled the movie off. Unfortunately, I've seen better acting in porn flicks. If you want to see a ""B"" vampire movie, check out 'Blood Ties'. You'll be much more entertained.",negative
"I do admit that my review is from a 2006 point of view, nearly 30 years after the making of this movie and at the time of its conception, it may have been a brilliant horror/thriller movie.<br /><br />Beginning on Halloween night 1968, 6 year old Michael commits the brutal murder of his 18 year old sister. Michael is committed to a mental institution and 15 years later escapes and returns to his home town to murder again.<br /><br />From this point it is clear that the movie will follow a basic and rudimentary path that is highly predictable. The beginning of every scene is easily predictable in the way it will end whilst the music for each scene containing Michael (the murderer) is exactly the same throughout the movie, thus alerting the viewer to the likely events to follow.<br /><br />For the horror/thriller enthusiast, there is a severe lack of blood/gore compared to modern day films although I am not akin to the amount that is displayed in this day and age. A happier medium could have been found.<br /><br />From a half hour into the movie, not one scene is unexpected. The acting for a horror/thriller film is fairly typical of the era and thus lacks any punch for the modern day enthusiast.<br /><br />A positive for the film is its lingering camera shots and dark lighting which creates a frightening atmosphere. A second positive would be the character of Michael's doctor, who provides clues to the probability of where the story may lead.<br /><br />However, it is clear that the star, in Jamie-Lee Curtis, is in the infancy stages of her acting career and thus fails to provide a truly frightened central victim.<br /><br />It is hard for me to rate this film as it was in its day, but from other horror/thriller films of indeed the 80s and to a lesser extent, the 90s, it falls far short of a truly great horror/thriller film.<br /><br />I suggest you move on and find a classic from the 80s. Cheers!",negative
"If the screenwriter and director intended to open hearts with the movie as the musician wanted to do with his music, they succeeded with me. Commonplace human situations became original, personal and immediate so that I personally felt touched by each situation. I believe I would credit the power of music combined with the point of view of the person writing the movie. Without spoiling, I can say that I was very moved by the movie's approach to living. Haven't actually cried out of-what- joy? empathy? just deep emotion? in a very long time. I would love to find a way to show it to others. Saw it at Seattle International Film Festival.",positive
"The recent boom of dating show on U. S. television screens has reached a fevered pitch since the first episode of ""The Bachelor."" Unsuspecting audiences have since been subjected to countless clones and variations, including ""The Bachelorette"", ""Joe Millionaire"", ""For Love Or Money"", and the execrable ""Married By America."" Hoping to cash in on this trend, and simultaneously tap and exploit a new demographic, Bravo has unleashed the disastrous ""Boy Meets Boy"" upon the world. And may they have mercy on us all.<br /><br />The premise is simple and is designed to be light-hearted: an eligible gay man is courted by a number of suitors, eliminated show by show until one is left, but there's a twist. Half of the men are actually straight. This is not much of a big deal, but the inherent viciousness of the scenario kicks in after hearing the pay-off: if, at the end of the show, the gay man picks a straight man in disguise, the straight man wins a cash prize. The gay man gets nothing, or at least nothing more than a few parting gifts, a pat on the back, and a hearty round of ""Aren't you embarrassed? Well, thanks for playing!""<br /><br />Just the like the equally painful ""Queer Eye For The Straight Guy"" (another Bravo program), this show is another example of stereotypes run amok. What makes it even worse, though, is the fact that straight men are playing UP these stereotypes for cash. The producers of this show believe that all you have to do is put enough hair gel in a man's hair, dress up in Abercrombie & Fitch with a pair of designer sandals, strip him of all body hair and fat and voila! It's the gay equivalent to putting a white performer in blackface, and just as offensive to those of us -- like myself -- who are genuinely gay and don't dress/act like that. It implies that gays have no variance or chance for individuality, that they can't behave like real people, only like stereotypes. Never mind the fact that the bank of suitors is sorely lacking in any kind of diversity. All are gym-toned, most are white, and all look far too scrubbed and cleaned.<br /><br />This is another example of how, instead of fostering acceptance of gays as dynamic individuals capable of variance and change, Hollywood has again taken a stereotype and run with it all the way to the bank. I feel genuinely dirty watching this show, as show any gay man who sees this unabashed parade of soft-core pornography masquerading as legitimate television. 1 out of 10.",negative
"Oh my lord, what were they thinking about with this one. It not only is frantically unfunny, but worse, a very good original was trashed in the bargain. Jane Fonda, believe it or not, actually turned in the performance of her life in that one. Even better than where she plays the whore in the other so called performance of her life. Maybe she is just flat good as a crook. Any other time, wow, what a waste of time. But she and Segal team up beautifully, so if you even remotely got a glimpse of anything funny in this baby, catch the anvil upon which it got beaten into a pulp from.<br /><br />Because very very very little of that one remains, to this ones horror. Nothing in this baby is remotely funny except for maybe a couple of moments when Dick and Jane are bulging lipped up as lepers and cant kiss..... and uhh........oh my lord, that's it? Well, looks like it. <br /><br />It truly is that bad a film.",negative
"This is superb - the acting wonderful, sets, clothes, music - but most of all the story itself.<br /><br />I am amazed there aren't more reviews of this movie - certainly one of the best of the 1980s.<br /><br />It's also a wonderful movie to see in tandem with the great ""Random Harvest"" which has much the same opening crisis <br /><br />-- a middle aged, unknown English W.W.I officer is in a hospital toward the close of the war, suffering from shell shock and complete amnesia without any idea of his name, origin, or anywhere he belongs - he proves to be a very wealthy established man - when he ""recovers"", he will not remember the years before the war -- <br /><br />But there the movies' resemblances end.<br /><br />My warmest thanks to all who participated in the movie - particularly the actors Ian Holm, Alan Bates, Ann Margret (what a great and surprising casting choice), Glenda Jackson, Julie Christie.<br /><br />This one stays with you forever.",positive
"Never heard of this movie,saw it on DVD.Great movie,perfect example of a movie that took every cast member to make it work.No overhyped typical Hollywood movie with the same old overhyped actors.No current Quote ""A"" list actor could have pulled off any performance in this movie.Brought back memories of my own post Vietnam war military experiences.It concentrated on the people who were sent to fight.As was portrayed by the characters who had fears and emotions even if some volunteered for service.They were regular people too,some just weren't cut out for military life,I remember a few in my experience--to put it mildly couldn't adapt to military life either-but I'll never forget them-should have stayed in touch.I highly recommend it and then think about those serving present day in Afganistan.Basic training is a trip, notice those drill sergeants aren't morning people and maybe they need ""sensitivity training"" HA!HA!HA!",positive
"The 60´s is a well balanced mini series between historical facts and a good plot. In four deliveries, we follow a north American family, with 3 members. But we don't only see them. We also follow the story of several characters as a black reverend, an extremist student leader, and a soldier in Vietnam. The filmography is just extraordinary. In the first chapters, we see some shots of the Vietnam war, in between the scenes. The next chapter, doesn't start where the last one finished, it starts some time after, giving us a little mystery on what happened. In general, The 60´s mini series, is a must see, not only for hippies fanatics, but for everyone with little curiosity about the topic.",positive
"Uninspired direction leaves a decent cast stranded in a handsome but bland adaptation, in which dialogue seems recited rather than heartfelt, and cash strapped appearances by the ghosts fail to round up any sense of awe or magic; Edward Woodward, as the Ghost of Christmas Present, wobbles around on stilts and seems to be doing an impression of Bernard Cribbins. As Scrooge, George C. Scott is too wry, and he never seems to truly believe in it, which robs his performance of its effect. The scenes in which he's shown his past have as much impact as if he was half-heartedly flicking through his family album. No one else seems to be putting any effort in, except Frank Finlay, who chronically overacts.",negative
"I loved this show. I used to actually leave the pub ten minutes before closing and run down the road to catch it. I remember Daniel Peacock's sketch about Gandhi in the newsagents as a masterpiece. The set design and lighting were out of this world, creating an atmosphere that you felt you were actually living in. V unusual for a comedy.<br /><br />Unfortunately I have only encountered one other person (apart from the other reviewer here) who ever knew that this programme existed. In fact I have to thank the IMDb for coming into existence and proving to me that I hadn't in fact imagined the whole series in a drunken haze, which I was seriously starting to believe!",positive
"I went to see Random Hearts with 3 friends, and at first, I thought maybe it was just me who wasn't enjoying the movie. After all, I didn't like As Good As it Gets and that movie won all sorts of awards. Well, it wasn't just me...none of my friends liked it either. It was unbelievable slow, much like getting teeth pulled. The only action that is in the movie is what is in previews. We didn't walk out of the theatre because we all assumed something more would happen. We weren't as smart as the 7 or 8 people who did walk out. I have never walked out on a movie in my life, but I definitely should have. This is all tough for me to write, considering I am relatively easy to please when it comes to movies. It takes a lot for me to think a movie is awesome, but not much for me to just like it. This movie didn't even come close in the like category. Not only was the movie about 2 hours too long, but it was like two separate trite stories in one, but they weren't smoothly sewn together. Plus, the ""soundtrack"" if you could even call it that was so annoying. Like Seinfeld has the same riff that is played over and over again (difference being that i like Seinfeld)..this movie had this jazz riff that it kept playing, which sounded highly inappropriate at times, especially when people were dealing with the deaths of the plane crash. Hard to explain what I mean, but trust me it was awful. I cannot say enough to make people not waste their money. After I left the theatre, I honestly wanted to write to the movie company and demand my $7 back..sheeesh, I could have gone bowling or something for that money.",negative
"A family (mother-Patricia Clarkson, father-Jake Weber, son-Erik Per Sullivan) go out for a family get together in some remote house in the middle of winter. They accidentally hit a deer while driving there. This angers some of the locals--especially Otis (John Speredakos) and things slowly (VERY slowly) go wrong.<br /><br />I was expecting the worst when I started watching this. The bulk of the reviews for this, on this site, are extremely negative. Well...I disagree. First off it's NOT a horror film. The horror doesn't even begin until the closing 30 minutes. It plays more like a family drama with horror elements thrown in. On that level, it's pretty damn good.<br /><br />First--the bad stuff: The pace is WAY too slow; Jake Weber is a horrible actor; WAY too many false dream sequence scares; the wendigo barely figures into the film and the clear view we get of the wendigo at the end is laughable.<br /><br />The good stuff: Pretty good dramatic script; Clarkson is excellent as the mother; some great direction with eerie sound effects which are a little scary; a pretty explicit hot sex sequence between Clarkson and Weber (which actually is necessary for the integrity of the plot!); pretty good acting by Sullivan (only 10 at the time!) and Speredakos and a completely unexpected tragic ending.<br /><br />I think many people are annoyed with this film because it's being pushed as a horror film--which it isn't. So, if you can ignore that, I think you might like it. I'm giving it a 7.",positive
"Humphrey Bogart clearly did not want to be in this film, and be forced to play a part-Mexican or he would have been suspended. Believe me , he made the wrong choice! Presumably, after the success of ""Dodge City"", Warners tried a follow-up with Errol Flynn and his usual list of buddies, like Alan Hale, Guinn (Big Boy) Williams, Frank Mc Hugh and the ever-present John Litel, but they made the huge mistake of trying to present Miriam Hopkins as a love interest for Flynn v. Randolph Scott, and as a singer to really make things bad, because she proved one thing, and that is she cannot sing. The story was not too bad, but with Bogie clearly miscast also, it turned out to be a poor Western that was overlong, and on a low budget, but in fairness, color would not have helped.",negative
"I had two reasons for watching this swashbuckler when it aired on Danish television yesterday. First of all, I wanted to see Gina Lollobrigida - and here I wasn't disappointed. She looked gorgeous. Second of all, through reading about the film I had gotten the impression that it featured absurd humor not unlike that which can be found in Philippe de Broca's films. On this account, however, I was sadly disappointed. I found the jokes predictable (apart from a few witty remarks on the topic of war) and the characters completely one-dimensional. Also, the action scenes were done in a strangely mechanical and uninspired fashion, with no sense of drama at all. I kept watching until the end, but I got bored very quickly and just sat there, waiting for the scenes with Lollobrigida.",negative
"I'm not sure what version of the film I saw, but it was very entertaining.<br /><br />I did not know who the ""Twins"" were (Gillian Chung and Charlene Choi) before seeing this movie and I think the English translation of the title is somewhat misleading.<br /><br />The martial arts are very nicely done. I especially liked them, because there was a lot of judo/grappling that was filmed very nicely. Donnie Yen (see him in Hero, great performance) as a director is great as he knows how to shoot these scenes.<br /><br />Everything seemed to flow for me, except there is one scene where the girls are on the rooftop fighting with bamboo poles. It has really nothing to do with the plot, but it's still entertaining.<br /><br />Overall, this is one of the better (modern) HK action flicks I've seen in a while. Although cheesy in some respects, it still pulls it off.<br /><br />Definitely a 9/10",positive
"It is so nice to see Bruce Willis come down off his action throne and let us see that he really is a talented actor. He shines in this film as the near-40-year-old image consultant who has totally lost touch with his inner child--until he meets him face to face. This is one of those rare films that doesn't talk down to its audience and truly offers something for the WHOLE family. It is about caring for each other, keeping some of the child inside you, and realizing that you don't grow up exactly the way you thought you would. Willis seems to be building an impressive track record for working with kids (just witness ""The Sixth Sense"" with Haley Joel Osment), and he has great chemistry with Spencer Breslin here. There is some nice photography and music, and the ending is wonderful and uplifting. A great film to see with EVERY member of your family.",positive
"Mmmm, a previous summary says ""if you like aliens and predator you will enjoy this film"" i could not disagree more, this film pays no respect to its weighty lineage and has reduced two of the best loved sci fi strands to little more than a teen horror slasher movie, it has none of the tension or foreboding present in previous alien or predator movies and there is no discernible lead character, i really did not care about any of the characters and i positively yearned to see the stereotypical cast die as soon as possible in the vain hope something better would replace them, it really takes super human incompetence to have two of the most fearsome creatures ever invented positively fail to make a gripping thrilling movie, only watch this if you want to see how NOT to do it.",negative
"A Disney movie that dares to do something different should at least be awarded for effort. ""Holes"" doesn't make the same mistakes as one would expect from a Disney movie about troubled teenagers put in a camp. For the first time events are not explained in details. The flashback scenes really do serve a purpose and present several mature topics that may surprise the viewer. I must admit that at first I was a bit put off by the seriousness of the movie. But soon I realized that we had to endure those moments to see the beauty of the story. Besides the story this movie also does a good job of questioning some methods that are used in correctional facilities. (One example where Caveman is forbidden to teach Zero to read because they have to dig holes in order to build character,like learning to read won't contribute to that). ""Holes"" is a movie that is smart and beautiful. A must watch!",positive
"It may have not been up for academy awards and admittedly, it's pretty cheesy, but it's just so much fun! Nothing makes me smile like Bill and Ted. Lovable, optimistic, and hilarious, Bill and Ted are a great way to unwind.<br /><br />Although I love Excellent Adventure, Bogus Journey is funnier to me. Death is flippin hilarious and Bill and Ted are even more endearing. People give me grief about loving this movie, but only really pretentious movie-watchers will say it's not even a bit entertaining. If you like this, you'll probably also be a fan of Wayne's World, Dude Where's My Car, and Dumb and Dumber. Admit it, though foolish, they make you grin and turn your tickle box over. So watch them just for kicks and giggles!!",positive
"You know that mouthwash commercial where the guy has a mouth full of Listerine or whatever it is and he's trying really hard to keep from spitting it up into the sink? That's a great metaphor for this movie. I kept watching, even though it was really difficult. But keeping mouthwash in your mouth will leave you with a minty fresh feeling. This movie left me with a bad taste in my mouth. I should have spit it out when I had the chance.<br /><br />The premise is corny enough to be fun. For the first time in like a thousand years, Gargoyles have returned to Romania, and all of the priests who knew how to fight and kill these things are long dead. It's up to Michael Pare and some other secret agents to get to the bottom of things before the Gargoyles run amok. Unfortunately, the premise is completely lost in bad dialog and less than enthusiastic acting on the part of the human leads. The best acting is done by the CG Gargoyles.<br /><br />In the end, this movie feels like a poor man's Van Helsing. If you check your brain at the door, this might get you through a dreary Monday night. I gave it 3 out of 10 stars.",negative
